NOMEDEP;DE;MUN;DISTR;CODESC;NOMESC;TIPOESC;TIPOESC_DESC;CODSIT;CODESC;SALAS_AULA;SALAS_ED_INF;SALAS_ED_ESP;SALAS_ED_ART;SALA_RECURSO;TOT_SALAS_AULA;AUDITORIO;ANFITEATRO;TEATRO;CANTINA;COPA;COZINHA;REFEITORIO;DEPOSITO_ALIMENTOS;DESPENSA;TOT_DESPENSA;SALA_LEITURA;BIBLIOTECA;TOT_SALA_LEITURA;QUADRA_COBERTA;QUADRA_DESCOBERTA;GINASIO;TOT_QUADRA;QUADRA_AREIA;QUADRA_GRAMA;CAMPO_FUTEBOL;GABINETE_DENTARIO;CONSULTORIO_MEDICO;ENFERMARIA;AMBULATORIO;ALMOXARIFADO;ARQUIVO;REPROGRAFIA;SALA_GREMIO;DIRETORIA;VICEDIRETORIA;SALA_PROF;SECRETARIA;SALA_ORIENT_ED;SALA_COORD_PEDAG;PATIO_COBERTO;PATIO_DESCOBERTO;ZELADORIA;VESTIARIO_FEM;VESTIARIO_MASC;TOT_VESTIARIO;VIDEOTECA;SALA_TV;LAB_INFO;LAB_CIENCIAS;LAB_FISICA;LAB_QUIMICA;LAB_BIOLOGIA;LAB_CIENCIA_FISICA_BIOLOGICA;TOT_LAB_CIENCIA;LAB_LINGUAS;LAB_MULTIUSO;OFICINA;PLAYGROUND;DORMITORIO;BERCARIO;SANITARIO_ADEQ_PRE;SANITARIO_ADEQ_PRE_FEM;SANITARIO_ADEQ_PRE_MASC;SANITARIO_ADEQ_DEF;SANITARIO_ADEQ_DEF_FEM;SANITARIO_ADEQ_DEF_MASC;SANITARIO_AL_MASC;SANITARIO_AL_FEM;TOT_SANITARIO_AL;SANITARIO_FUNC_FEM;SANITARIO_FUNC_MASC;TOT_SANITARIO_FUNC;DEPEND_ADEQ_DEF;SALA_ED_FISICA;PISCINA;PORTARIA;SALA_PROG_ESC_FAMILIA;BRINQUEDOTECA;FRALDARIO;LACTARIO;LAVANDERIA;SOLARIO;SALA_ESPERA;SALA_INSPETOR;SALA_REUNIAO;TESOURARIA;SALA_REFORCO;SALA_DIRETOR_TECNICO;GARAGEM_ONIBUS;SALA_FISIOTERAPIA;SALA_PSICOLOGIA;SALA_FONOAUDIOLOGIA;SALA_EVENTOS;SALA_ASSIST_SOCIAL;SALA_TERAPIA_EDUC;ABATEDOURO;ALOJAMENTO_FEM;ALOJAMENTO_MASC;TOT_ALOJAMENTO;AREA_SERVICO;BAZAR;CASA_MAQUINA;CASA_FUNC;CHURRASQUEIRA;DEPOSITOS_CEREAIS;ELEVADOR;ESTACIONAMENTO;ESTUFA;GALPAO_AVES_CORTE;GALPAO_AVES_POSTURA;GALPAO_BOVINOS_LEITE;GALPAO_CUNICULTURA;GALPAO_MAQ_AGRICOLA;GALPAO_OVINOS_CAPRINOS;GALPAO_SUINO;GRAFICA;HORTA;LAB_DIDATICA;LAB_JUNIOR;LAB_ENFERMAGEM;LAB_ESTETICA;LAB_PSICOPEDAGOGIA;LAB_TURISMO;LAVATORIO;MANGUEIRA;MINHOCARIO;PACKING_HOUSE;POMAR;PSICULTURA;RECEPCAO;SALA_ATENDIMENTO;SALA_ATEND_PSICOLOGICO;SALA_AUX_COORDENACAO;SALA_DADOS;SALA_DEP_PESSOAL;SALA_ED_RELIGIOSA;SALA_ENERGIA_ELETRICA;SALA_ENTRETENIMENTO;SALA_ESTAGIO;SALA_GINASTICA;SALA_INSUMO_AGRICOLA;SALA_INSUMO_VETERINARIO;SALA_MARKETING;SALA_MATRICULA;SALA_MUSICA;SALA_POS_GRADUACAO;SALA_ORDENHA;SALA_PROC_PROD_AGROPECUARIOS;SALA_SEGURANCA;SALA_TELEFONIA;SALA_FINANCEIRO;SALA_PASTORAL;SALA_RESERV_AGUA;SERVIDOR;SILO;VARANDA;VIVEIRO;SALA_REORG_NEURO;SALA_TERAPIA_OCUP;SALA_SERIGRAFIA;SALA_MARCENARIA;QUIOSQUE
ESTADUAL - SE;BRAGANCA PAULISTA;SOCORRO;SOCORRO;17735;NARCISO PIERONI;8;EE;1;17735;13;0;0;0;1;14;0;0;0;0;0;1;1;1;0;1;1;0;1;1;1;0;2;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;2;2;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;BRAGANCA PAULISTA;TUIUTI;TUIUTI;17796;JOSE TAVARES PROFESSOR;8;EE;1;17796;6;0;0;0;0;6;0;0;0;0;1;1;1;1;1;2;2;0;2;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;2;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;BRAGANCA PAULISTA;VARGEM;VARGEM;17802;ADELIO FERRAZ DE CASTRO;8;EE;1;17802;9;0;0;0;0;9;0;0;0;0;0;2;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;0;0;0;1;0;1;1;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;2;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;CAIEIRAS;CAIEIRAS;CAIEIRAS;921002;ALADINO POLON;8;EE;1;921002;9;0;0;0;1;10;0;0;0;1;0;1;1;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;CAIEIRAS;CAIEIRAS;CAIEIRAS;5575;ALBERTO GRAF CAPITAO;8;EE;1;5575;12;0;0;0;0;12;0;0;0;1;0;1;1;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;1;1;1;1;2;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;CAIEIRAS;CAIEIRAS;CAIEIRAS;904351;ALBINO FIORE;8;EE;1;904351;12;0;0;0;0;12;0;0;0;1;0;2;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;1;2;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;CAIEIRAS;CAIEIRAS;CAIEIRAS;923138;ALFRIED THEODOR WEISZFLOG;8;EE;1;923138;12;0;0;0;0;12;0;1;0;1;1;2;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;3;1;1;1;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;CAIEIRAS;CAIEIRAS;CAIEIRAS;908381;ARMANDO SESTINI;8;EE;1;908381;12;0;0;0;0;12;0;0;0;1;0;2;0;1;1;2;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;2;2;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;CAIEIRAS;CAIEIRAS;CAIEIRAS;499729;CEL JTO A EE OTTO WEISZFLOG;6;CEL;1;499729;1;0;0;0;0;1;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;CAIEIRAS;CAIEIRAS;CAIEIRAS;901805;DR MARIO TOLEDO DE MORAES;8;EE;1;901805;18;0;0;0;1;19;0;0;0;1;1;1;1;1;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;3;3;6;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;CAIEIRAS;CAIEIRAS;CAIEIRAS;38325;DR NELSON MANZANARES;8;EE;1;38325;9;0;0;0;0;9;0;0;0;0;0;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;CAIEIRAS;CAIEIRAS;CAIEIRAS;5605;FRANCISCO GONCALVES VIEIRA PROF;8;EE;1;5605;13;0;0;0;0;13;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;CAIEIRAS;CAIEIRAS;CAIEIRAS;5587;ISAIAS LUIZ MATIAZZO;8;EE;1;5587;10;0;0;0;0;10;0;0;0;1;1;2;1;1;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;2;1;0;0;1;0;1;1;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;1;2;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;CAIEIRAS;CAIEIRAS;CAIEIRAS;41836;ISAURA VALENTINI HANSER PROFA;8;EE;1;41836;10;0;0;0;0;10;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;3;0;0;0;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;CAIEIRAS;CAIEIRAS;CAIEIRAS;44945;JOSE CARLOS DA SILVA JUNIOR;8;EE;1;44945;6;0;0;0;0;6;0;0;0;0;0;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;CAIEIRAS;CAIEIRAS;CAIEIRAS;5599;OLINDO DARTORA DR;8;EE;1;5599;8;0;0;0;0;8;0;0;0;0;0;2;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;CAIEIRAS;CAIEIRAS;CAIEIRAS;5629;OTTO WEISZFLOG;8;EE;1;5629;7;0;0;0;0;7;0;0;0;0;1;1;0;2;0;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;1;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;CAIEIRAS;CAIEIRAS;CAIEIRAS;5630;WALTHER WEISZFLOG;8;EE;1;5630;6;0;0;0;0;6;1;0;0;1;1;1;1;0;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;1;1;0;1;1;1;2;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;CAIEIRAS;CAJAMAR;CAJAMAR;458405;CEL JTO A EE SUZANA DIAS;6;CEL;1;458405;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;CAIEIRAS;CAJAMAR;CAJAMAR;5538;SUZANA DIAS;8;EE;1;5538;13;0;0;0;1;14;0;0;0;0;1;1;1;1;0;1;1;0;1;1;1;0;2;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;4;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;CAIEIRAS;CAJAMAR;JORDANESIA;902330;ELCIO JOSE PEREIRA COTRIM PROF;8;EE;1;902330;11;0;0;0;0;11;0;0;0;1;1;1;1;0;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;1;0;0;1;1;2;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;CAIEIRAS;CAJAMAR;JORDANESIA;5548;WALTER RIBAS DE ANDRADE PROF EE;8;EE;1;5548;15;0;0;0;0;15;0;0;1;1;0;1;0;1;1;2;1;0;1;1;1;0;2;0;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;1;1;1;1;1;1;2;0;0;1;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;1;1;2;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;CAIEIRAS;CAJAMAR;POLVILHO;38337;ANA MARIA GARRIDO ORLANDIN PROFA;8;EE;1;38337;12;0;0;0;0;12;0;0;0;0;1;1;0;0;1;1;2;0;2;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;2;0;3;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;CAIEIRAS;CAJAMAR;POLVILHO;5551;JOAQUIM MARQUES DA SILVA SOBRINHO TTE;8;EE;1;5551;11;0;0;0;0;11;0;0;0;1;0;3;0;0;2;2;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1;1;1;2;0;2;1;0;1;1;1;2;0;0;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;CAIEIRAS;FRANCISCO MORATO;FRANCISCO MORATO;41853;AFONSO MORENO;8;EE;1;41853;14;0;0;0;1;15;0;0;0;1;1;1;0;1;1;2;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;CAIEIRAS;FRANCISCO MORATO;FRANCISCO MORATO;923631;APARECIDO ROBERTO TONELLOTTI PROFESSOR;8;EE;1;923631;16;0;0;0;1;17;0;0;0;1;1;1;1;0;2;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;1;2;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;CAIEIRAS;FRANCISCO MORATO;FRANCISCO MORATO;5502;BELEM DA SERRA;8;EE;1;5502;14;0;0;0;0;14;0;0;0;1;0;1;0;1;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;CAIEIRAS;FRANCISCO MORATO;FRANCISCO MORATO;915233;BUENO DE AZEVEDO FILHO PROF;8;EE;1;915233;10;0;0;0;1;11;0;0;0;1;0;2;1;0;1;1;1;0;1;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;2;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;CAIEIRAS;FRANCISCO MORATO;FRANCISCO MORATO;985659;CEL JTO A EE LENITA CORREA CAMARGO PROFA;6;CEL;1;985659;2;0;0;0;0;2;0;0;0;1;0;1;1;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTADUAL - SE;CAIEIRAS;FRANCISCO MORATO;FRANCISCO MORATO;5770;CELESTINA VALENTE LENGENFELDER PROFA;8;EE;1;5770;17;0;0;1;0;17;0;0;0;1;1;1;2;0;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
